"issue";"date";"outlet";"language";"origin";"reported by";"keywords";"source";"title";"summary";"disproof"
"13";"27.01.2016";"Komsomolskaya Pravda";"Russian";"Russia, Syria";"Pavel Spirin, former journalist";"Turkey, Syrian War, Terrorism, Daesh";"http://bit.ly/1PJV3bb";"Leaders of the international terrorist organization Islamic State plan to take hostages among citizens of Russia, who visit and reside in the Republic of Turkey. The hostages can be taken to the territory controlled by the rebels for public executions, or used as ""human shields"" in the clashes with the Syrian government and coalition forces.";"Leaders of the international terrorist organization Islamic State plan to take hostages among citizens of Russia, who visit and reside in the Republic of Turkey. The hostages can be taken to the territory controlled by the rebels for public executions, or used as ""human shields"" in the clashes with the Syrian government and coalition forces.";"No evidence given."
"13";"27.01.2016";"Vremya Pokazhet, time 0:33";"Russian";"Ukraine";"Pavel Spirin, former journalist";"War in Ukraine, Coup, Donbas, Minsk agreements";"http://bit.ly/1PJVdQ2";"The main obstacle to the implementation of the Minsk agreements is the unwillingness of Kyiv’s authorities, who have come to power because of the coup, to start talking to the population of Donetsk and Lugansk.";"The main obstacle to the implementation of the Minsk agreements is the unwillingness of Kyiv’s authorities, who have come to power because of the coup, to start talking to the population of Donetsk and Lugansk.";"There was no coup in Kiev; in February 2014, the then Ukrainian president abandoned his functions and, in a situation of force majeure, the Rada appointed an acting president by a constitutional majority. The subsequent presidential elections of May 2015 were recognised as largely in line with international standards by OSCE/ODIHR."
"13";"26.01.2016";"Sergei Lavrov @ Unian.net";"Russian";"Russia, Ukraine";"Igor Solovey, journalist, expert of ""Агентство международных исследований"" (АМИ) // Ukrainian World Congress // StopFake.org";"Budapest memorandum";"http://bit.ly/1Pl8vjD";"Russia has never violated the Budapest memorandum because Russia promised there only not to threaten Ukraine with nuclear attack.";"Russia has never violated the Budapest memorandum because Russia promised there only not to threaten Ukraine with nuclear attack.";"In the Budapest memorandum, Russia has promised to: 1) Respect Ukrainian independence and sovereignty and the existing borders; 2) Refrain from the threat or use of force against Ukraine; 3) Refrain from using economic pressure on Ukraine in order to influence its politics; and also 6) Consult with one another if questions arise regarding these commitments. According to Pavel Klimkin, Russia has violated these points: http://bit.ly/1SlsKyM // http://bit.ly/1PNNlwV"
"13";"26.01.2016";"zerohedge.com";"English";"Ukraine";"StopFake.org // European Values Think-Tank";"Donbas";"http://bit.ly/1KkXKxH";"Twenty Ukrainian soldiers died and 200 were hospitalized with the deadly California flu virus outside the eastern Ukrainian city of Kharkiv.";"Twenty Ukrainian soldiers died and 200 were hospitalized with the deadly California flu virus outside the eastern Ukrainian city of Kharkiv.";"None of these fake stories were accompanied by facts or photos. There has been no mass illness or viral infection among Ukraine’s armed forces. The Ukrainian Defense Ministry has no information about any such mass illness: http://bit.ly/1PNNd0d"
"13";"26.01.2016";"ac24.cz";"Czech";"Ukraine";"StopFake.org // European Values Think-Tank";"Donbas";"http://bit.ly/1TwkRaB";"Twenty Ukrainian soldiers died and 200 were hospitalized with the deadly California flu virus outside the eastern Ukrainian city of Kharkiv.";"Twenty Ukrainian soldiers died and 200 were hospitalized with the deadly California flu virus outside the eastern Ukrainian city of Kharkiv.";"None of these fake stories were accompanied by facts or photos. There has been no mass illness or viral infection among Ukraine’s armed forces. The Ukrainian Defense Ministry has no information about any such mass illness: http://bit.ly/1PNNd0d"
"14";"26.01.2016";"whatdoesitmean.com";"English";"Russia, Ukraine, US";"European Values Think-Tank";"FSB, Muslim/Islam, Secret services, Conspiracy, Migration crisis";"http://bit.ly/1UVLRyI";"FSB discovered a mysterious map carried by illegal migrants. On the map, there was a quote from the Quran describing Judgement Day, and the address of a US lab creating biological weapons in Ukraine.";"FSB discovered a mysterious map carried by illegal migrants. On the map, there was a quote from the Quran describing Judgement Day, and the address of a US lab creating biological weapons in Ukraine.";"The quoted FSB report is not to be found anywhere else. // Repeating an already debunked disinformation about secret laboratories with deadly viruses."
"13";"26.01.2016";"info.kopp-verlag.de";"German";"Ukraine";"StopFake.org // European Values Think-Tank";"Donbas";"http://bit.ly/1nHs1gr";"Twenty Ukrainian soldiers died and 200 were hospitalized with the deadly California flu virus outside the eastern Ukrainian city of Kharkiv.";"Twenty Ukrainian soldiers died and 200 were hospitalized with the deadly California flu virus outside the eastern Ukrainian city of Kharkiv.";"None of these fake stories were accompanied by facts or photos. There has been no mass illness or viral infection among Ukraine’s armed forces. The Ukrainian Defense Ministry has no information about any such mass illness: http://bit.ly/1PNNd0d"
"13";"26.01.2016";"svobodnenoviny.eu";"Czech";"USSR, EU, US, Germany";"European Values Think-Tank";"NATO";"http://bit.ly/1OZQk1x";"NATO is a treacherous organization that does not fulfil its commitments. The reunification of Germany in 1990 was only possible because of the agreement with the USSR in exchange for the promise not to enlarge NATO further east, but the enlargement happened anyway. Europe is nowadays a colony of the USA.";"NATO is a treacherous organization that does not fulfil its commitments. The reunification of Germany in 1990 was only possible because of the agreement with the USSR in exchange for the promise not to enlarge NATO further east, but the enlargement happened anyway. Europe is nowadays a colony of the USA.";"Repeating an already debunked myth: http://bit.ly/2028OSi // For further claims, no evidence given."
"13";"25.01.2016";"kp.md";"Russian";"Romania, Moldova, Latvia, Ukraine, Baltic states, Estonia, Lithuania, EU, Poland";"Denis Cenusa, think tank Expert-Group";"AA/DCFTA";"http://bit.ly/1KjEfW5";"EU's laws are obligatory in Moldova. The Association agreement gives Romanians the right to restitute their property lost in the 20th century when Moldova was a part of the Romanian state. Poland and Baltic states want Ukraine in the EU for the same reason, to restitute territories now belonging to Ukraine.";"EU's laws are obligatory in Moldova. The Association agreement gives Romanians the right to restitute their property lost in the 20th century when Moldova was a part of the Romanian state. Poland and Baltic states want Ukraine in the EU for the same reason, to restitute territories now belonging to Ukraine.";"The Association Agreement does not give this right. For further claims, no evidence given."
"13";"25.01.2016";"Svobodnenoviny.eu";"Czech";"Czech Republic, Russia";"European Values Think-Tank";"NATO";"http://bit.ly/20hGVek";"Czech elites are paid by NWO. E.g. Chairman of the NATO Military Committee Petr Pavel, who says that Russia is the biggest enemy, although NATO promised Russia not to expand eastwards.";"Czech elites are paid by NWO. E.g. Chairman of the NATO Military Committee Petr Pavel, who says that Russia is the biggest enemy, although NATO promised Russia not to expand eastwards.";"Repeting an already debunked disinformation about NATO ""expanding"": http://bit.ly/2025syv // For further claims, no evidence given."
"13";"24.01.2016";"Vesti nedeli s Dmitriem Kiselyovym @ Youtube, time 0:44:40";"Russian";"UK, Russia, Syria";"Pavel Spirin, former journalist";"Boris Berezovsky, Syrian War, Information war, MH17";"http://bit.ly/1QKyRwJ";"London was always a haven for anyone dreaming of overthrowing the Russian government. Beginning from Herzen and Lenin, to Boris Berezovsky and his followers. London feeds the world with suspicions that we bomb civilians in Syria, and they ascribe to us the shooting down of MH17 with no evidence.";"London was always a haven for anyone dreaming of overthrowing the Russian government. Beginning from Herzen and Lenin, to Boris Berezovsky and his followers. London feeds the world with suspicions that we bomb civilians in Syria, and they ascribe to us the shooting down of MH17 with no evidence.";"There are numerous proofs that Russia bombs civilians in Syria, see e.g. http://bit.ly/1WRJjTH // There is a high amount of evidence leading to pro-Russian forces shooting down MH17, see e.g. http://bit.ly/1SNUAFl // No evidence that ""London"" spreads reported messages."
"13";"24.01.2016";"Voskresnoe vremya s Iradoy Zeinailovoy, time 12:30";"Russian";"Russia, Germany";"Pavel Spirin, former journalist";"Sexual harassment, Lisa case";"http://bit.ly/1QKJCyR";"13 year old girl from Russian family was kidnapped and raped.";"13 year old girl from Russian family was kidnapped and raped.";"Repeating already debunked disinformation. Berlin police said many times the girl was neither kidnapped, nor raped."
"13";"24.01.2016";"Vecher s Vladimirom Solovyevym, time 1:37:33";"Russian";"Syria";"Pavel Spirin, former journalist";"Bashar al-Assad";"http://bit.ly/1Uv78ix";"Assad’s regime is not a dictatorship, his state is a secular one, it provides real protection to the people.";"Assad’s regime is not a dictatorship, his state is a secular one, it provides real protection to the people.";"According to Syrian Observatory for Human Rights, more than 260,000 people died since the beginning of the Syrian civil war: http://bit.ly/1m1oasw"
"12";"24.01.2016";"Russia-insider.com";"English";"Russia, US";"Promote Ukraine NGO";"Hillary Clinton, Vladimir Putin, Nazi/Fascist";"http://bit.ly/1PN4hxE";"The Americans dream of defeating Russia, they tried to use the Nazis for this purpose. Video with a Satanic glee of Hillary Clinton proves they are the same today, etc. Putin would never behave like that.";"The Americans dream of defeating Russia, they tried to use the Nazis for this purpose. Video with a Satanic glee of Hillary Clinton proves they are the same today, etc. Putin would never behave like that.";"No evidence given."
"13";"24.01.2016";"hlavnespravy.sk";"Slovak";"Ukraine, US";"European Values Think-Tank";"War in Ukraine";"http://bit.ly/1nHrqep";"US-Ukrainian joint military exercises on Ukrainian territory have gradually transformed into the creation of a permanent American base. The initial signal was already a fact that similar exercises usually last for several days or weeks, but US troops remain there for several months.";"US-Ukrainian joint military exercises on Ukrainian territory have gradually transformed into the creation of a permanent American base. The initial signal was already a fact that similar exercises usually last for several days or weeks, but US troops remain there for several months.";"American soldiers were invited by the Ukrainian government to train with the regular Ukrainian army. Joint training should continue until November 2016, what will happen after that is just a matter of speculation: http://bit.ly/1NLbMmT"
"13";"24.01.2016";"Vesti nedeli s Dmitriem Kiselyovym @ Youtube, time 0:03:57";"Russian";"US";"Pavel Spirin, former journalist";"Terrorism";"http://bit.ly/1QKyRwJ";"The Americans have legalised terrorism and have made it a method of world events.";"The Americans have legalised terrorism and have made it a method of world events.";"No evidence given."
"13";"23.01.2016";"mediacity.ge";"Georgian";"EU";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher (for Russian story) // Tamar Kintsurashvili, Media Development Foundation (for Georgian stories)";"Christianity";"http://bit.ly/1m1ifE4";"European Court: Beginning from March 2016, it will be illegal to baptise children.";"European Court: Beginning from March 2016, it will be illegal to baptise children.";"Repeating a story from a parodic site from 2014: http://bit.ly/20vgEWE // debunking by eurocommunicator.ge: http://bit.ly/1UvlzmL"
"13";"23.01.2016";"tanya-mass @ LiveJournal";"Russian";"EU";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher (for Russian story) // Tamar Kintsurashvili, Media Development Foundation (for Georgian stories)";"Christianity";"http://bit.ly/1KdhsLH";"European Court: Beginning from March 2016, it will be illegal to baptise children.";"European Court: Beginning from March 2016, it will be illegal to baptise children.";"Repeating a story from a parodic site from 2014: http://bit.ly/20vgEWE // debunking by eurocommunicator.ge: http://bit.ly/1UvlzmL"
